YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,TOT_HC_REV,TOT_HC_EXP,NONHC_NET,INC_TAX,EXT_ITEM,NET_INCOME
2013,206314004,LINCOLN MEADOWS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Placer,Investor Owned,32941,"$10,642,499.00 ","$9,804,364.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$825,545.00 "
2012,206314004,LINCOLN MEADOWS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Placer,Investor Owned,32562,"$9,755,653.00 ","$9,104,817.00 ",$0.00 ,"$13,200.00 ",$0.00 ,"$637,636.00 "
2011,206314004,LINCOLN MEADOWS CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Placer,Investor Owned,16809,"$4,926,675.00 ","$4,972,289.00 ",$0.00 ,"$7,000.00 ",$0.00 ,"($52,614.00)"
2015,206314005,PINE CREEK CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Placer,Investor Owned,33647,"$14,582,612.00 ","$12,177,535.00 ",$0.00 ,"$13,390.00 ",$0.00 ,"$2,391,687.00 "
2014,206314005,PINE CREEK CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Placer,Investor Owned,34297,"$13,994,949.00 ","$11,890,113.00 ",$0.00 ,"$11,790.00 ",$0.00 ,"$2,093,046.00 "
2013,206314005,PINE CREEK CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Placer,Investor Owned,34236,"$13,286,669.00 ","$12,740,613.00 ","$15,345.00 ","$12,590.00 ",$0.00 ,"$548,811.00 "
2012,206314005,PINE CREEK CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Placer,Investor Owned,34235,"$11,884,417.00 ","$10,969,890.00 ",$0.00 ,"$13,200.00 ",$0.00 ,"$901,327.00 "
2011,206314005,PINE CREEK CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Placer,Investor Owned,19137,"$6,336,127.00 ","$5,897,319.00 ",$20.00 ,"$7,000.00 ",$0.00 ,"$431,828.00 "
2015,206314025,KINDRED TRANSITIONAL CARE AND REHABILITATION - SIENA,1/1/2015 0:00,12/31/2015 0:00,Placer,Investor Owned,34181,"$14,125,360.00 ","$14,917,078.00 ",($2.00),$0.00 ,$0.00 ,"($791,720.00)"
2012,206331193,DEVONSHIRE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,32968,"$10,639,114.00 ","$9,982,269.00 ",$0.00 ,$0.00 ,$0.00 ,"$656,845.00 "
2014,206314025,KINDRED TRANSITIONAL CARE AND REHABILITATION - SIENA,1/1/2014 0:00,12/31/2014 0:00,Placer,Investor Owned,28540,"$13,189,153.00 ","$13,892,018.00 ",$0.00 ,$0.00 ,$0.00 ,"($702,865.00)"
2013,206314025,KINDRED TRANSITIONAL CARE AND REHABILITATION - SIENA,1/1/2013 0:00,12/31/2013 0:00,Placer,Investor Owned,24280,"$12,246,001.00 ","$13,010,052.00 ",$0.00 ,$0.00 ,($1.00),"($764,050.00)"
2012,206314025,KINDRED TRANSITIONAL CARE AND REHABILITATION - SIENA,1/1/2012 0:00,12/31/2012 0:00,Placer,Investor Owned,27245,"$13,879,087.00 ","$13,526,906.00 ",$0.00 ,$0.00 ,$318.00 ,"$351,863.00 "
2011,206314025,KINDRED TRANSITIONAL CARE AND REHABILITATION - SIENA,1/1/2011 0:00,12/31/2011 0:00,Placer,Investor Owned,29229,"$15,005,882.00 ","$13,736,953.00 ",$0.00 ,$0.00 ,"($72,044.00)","$1,340,973.00 "
2014,206320990,QUINCY NURSING & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Plumas,Investor Owned,15482,"$3,439,430.00 ","$4,683,212.00 ","($5,896.00)","$6,800.00 ",$0.00 ,"($1,256,478.00)"
2013,206320990,QUINCY NURSING & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Plumas,Investor Owned,16959,"$3,974,108.00 ","$4,681,783.00 ",$0.00 ,$0.00 ,$0.00 ,"($707,675.00)"
2012,206320990,QUINCY NURSING & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Plumas,Investor Owned,16793,"$3,922,879.00 ","$4,287,613.00 ",$0.00 ,$0.00 ,$0.00 ,"($364,734.00)"
2011,206320990,QUINCY NURSING & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Plumas,Investor Owned,15948,"$3,714,574.00 ","$4,034,230.00 ",$0.00 ,$0.00 ,$0.00 ,"($319,656.00)"
2015,206330222,THE SPRINGS AT THE CARLOTTA,6/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,8722,"$4,589,371.00 ","$4,585,591.00 ","($2,092,142.00)",$0.00 ,$0.00 ,"($2,088,362.00)"
2014,206330222,THE SPRINGS AT THE CARLOTTA,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,14500,"$6,549,469.00 ","$6,289,692.00 ","($1,073,535.00)",$0.00 ,$0.00 ,"($813,758.00)"
2013,206330222,THE SPRINGS AT THE CARLOTTA,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,15198,"$6,443,145.00 ","$6,191,351.00 ","($1,210,583.00)",$0.00 ,$0.00 ,"($958,789.00)"
2012,206330222,THE SPRINGS AT THE CARLOTTA,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,14724,"$6,196,720.00 ","$6,411,511.00 ","$385,134.00 ",$0.00 ,$0.00 ,"$170,343.00 "
2011,206330222,THE SPRINGS AT THE CARLOTTA,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,14743,"$8,338,050.00 ","$5,531,502.00 ","($664,101.00)",$0.00 ,$0.00 ,"$2,142,447.00 "
2015,206330223,VISTA COVE CARE CENTER OF CORONA,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,56077,"$13,360,091.00 ","$14,859,924.00 ","$106,853.00 ",$800.00 ,$0.00 ,"($1,393,780.00)"
2014,206330223,VISTA COVE CARE CENTER OF CORONA,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,56927,"$14,177,157.00 ","$14,593,020.00 ",$0.00 ,$800.00 ,$0.00 ,"($416,663.00)"
2013,206330223,VISTA COVE CARE CENTER OF CORONA,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,57796,"$14,862,063.00 ","$14,706,873.00 ","$123,321.00 ",$800.00 ,$1.00 ,"$277,710.00 "
2012,206330223,VISTA COVE CARE CENTER OF CORONA,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,54495,"$13,820,928.00 ","$13,545,082.00 ","$399,959.00 ",$800.00 ,$0.00 ,"$675,005.00 "
2011,206330223,VISTA COVE CARE CENTER OF CORONA,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,48621,"$12,089,945.00 ","$13,717,634.00 ","$1,188,207.00 ",$800.00 ,$0.00 ,"($440,282.00)"
2015,206331091,ALTA VISTA HEALTHCARE AND WELLNESS CENTER,6/1/2014 0:00,5/31/2015 0:00,Riverside,Investor Owned,34372,"$11,567,588.00 ","$10,571,380.00 ","$1,917.00 ","$12,590.00 ",$0.00 ,"$985,535.00 "
2014,206331091,ALTA VISTA HEALTHCARE AND WELLNESS CENTER,6/1/2013 0:00,5/31/2014 0:00,Riverside,Investor Owned,34609,"$11,684,938.00 ","$10,505,621.00 ",$504.00 ,"$11,548.00 ",$0.00 ,"$1,168,273.00 "
2013,206331091,ALTA VISTA HEALTHCARE AND WELLNESS CENTER,6/1/2012 0:00,5/31/2013 0:00,Riverside,Investor Owned,34379,"$12,110,557.00 ","$10,788,270.00 ","$32,130.00 ","$16,132.00 ",$0.00 ,"$1,338,285.00 "
2012,206331091,ALTA VISTA HEALTHCARE AND WELLNESS CENTER,6/1/2011 0:00,5/31/2012 0:00,Riverside,Investor Owned,35092,"$11,907,059.00 ","$10,694,283.00 ","$15,998.00 ","$15,557.00 ",$0.00 ,"$1,213,217.00 "
2011,206331091,ALTA VISTA HEALTHCARE AND WELLNESS CENTER,6/1/2010 0:00,5/31/2011 0:00,Riverside,Investor Owned,34394,"$10,708,215.00 ","$9,844,361.00 ","$79,781.00 ","$17,036.00 ",$0.00 ,"$926,599.00 "
2013,206331100,ARLINGTON GARDENS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,34660,"$14,611,411.00 ","$13,017,620.00 ",$671.00 ,"$12,590.00 ",$0.00 ,"$1,581,872.00 "
2012,206331100,ARLINGTON GARDENS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,23497,"$9,465,895.00 ","$9,444,675.00 ",$551.00 ,"$13,200.00 ",$0.00 ,"$8,571.00 "
2011,206331100,ARLINGTON GARDENS CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,4622,"$1,472,325.00 ","$2,093,687.00 ",$0.00 ,"$7,000.00 ",$0.00 ,"($628,362.00)"
2015,206331111,HIGHLAND SPRINGS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,31755,"$7,253,333.00 ","$6,369,735.00 ",$0.00 ,$0.00 ,$0.00 ,"$883,598.00 "
2014,206331111,HIGHLAND SPRINGS CARE CENTER,1/1/2014 0:00,7/31/2014 0:00,Riverside,Investor Owned,16064,"$2,750,840.00 ","$3,151,041.00 ","($109,876.00)",$800.00 ,$0.00 ,"($510,877.00)"
2013,206331111,HIGHLAND SPRINGS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,27860,"$5,012,175.00 ","$5,157,197.00 ",$0.00 ,$0.00 ,$0.00 ,"($145,022.00)"
2012,206331111,HIGHLAND SPRINGS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,27070,"$5,087,565.00 ","$5,198,761.00 ",$32.00 ,$800.00 ,$0.00 ,"($111,964.00)"
2011,206331111,HIGHLAND SPRINGS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,28292,"$5,455,516.00 ","$5,480,984.00 ",$0.00 ,$800.00 ,$0.00 ,"($26,268.00)"
2015,206331116,COMMUNITY CARE ON PALM,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,17442,"$3,630,043.00 ","$3,631,450.00 ",$0.00 ,$0.00 ,$0.00 ,"($1,407.00)"
2014,206331116,COMMUNITY CARE ON PALM,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,18205,"$3,295,774.00 ","$3,371,040.00 ",$0.00 ,$800.00 ,"($85,000.00)","$8,934.00 "
2013,206331116,COMMUNITY CARE ON PALM,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,18381,"$3,202,015.00 ","$3,112,912.00 ","($8,408.00)",$0.00 ,$2.00 ,"$80,693.00 "
2012,206331116,COMMUNITY CARE ON PALM,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,18361,"$3,069,238.00 ","$2,994,381.00 ","$3,108.00 ",$0.00 ,$0.00 ,"$77,965.00 "
2011,206331116,COMMUNITY CARE ON PALM,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,18525,"$2,888,643.00 ","$2,845,918.00 ",($812.00),$0.00 ,($1.00),"$41,914.00 "
2015,206331117,VISTA PACIFICA CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,17679,"$3,659,574.00 ","$3,692,730.00 ",$0.00 ,$0.00 ,$0.00 ,"($33,156.00)"
2014,206331117,VISTA PACIFICA CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,17640,"$3,471,638.00 ","$3,540,771.00 ",$0.00 ,$0.00 ,$0.00 ,"($69,133.00)"
2013,206331117,VISTA PACIFICA CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,17724,"$3,115,663.00 ","$3,388,920.00 ",$0.00 ,$0.00 ,$0.00 ,"($273,257.00)"
2012,206331117,VISTA PACIFICA CONVALESCENT HOSPITAL,10/1/2011 0:00,9/30/2012 0:00,Riverside,Investor Owned,17844,"$3,138,551.00 ","$3,401,264.00 ",$0.00 ,$0.00 ,($1.00),"($262,712.00)"
2011,206331117,VISTA PACIFICA CONVALESCENT HOSPITAL,10/1/2010 0:00,9/30/2011 0:00,Riverside,Investor Owned,17535,"$3,008,871.00 ","$3,226,915.00 ",$0.00 ,($25.00),($1.00),"($218,018.00)"
2015,206331123,VISTA PACIFICA CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,39177,"$8,647,528.00 ","$7,717,354.00 ",$0.00 ,$0.00 ,$0.00 ,"$930,174.00 "
2014,206331123,VISTA PACIFICA CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,39025,"$7,850,481.00 ","$6,771,924.00 ","($653,356.00)",$0.00 ,$0.00 ,"$425,201.00 "
2013,206331123,VISTA PACIFICA CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,38916,"$7,419,122.00 ","$6,457,778.00 ","($622,896.00)",$0.00 ,($1.00),"$338,449.00 "
2012,206331123,VISTA PACIFICA CENTER,10/1/2011 0:00,9/30/2012 0:00,Riverside,Investor Owned,39374,"$6,875,400.00 ","$6,519,069.00 ","$6,620.00 ",$0.00 ,$1.00 ,"$362,950.00 "
2011,206331123,VISTA PACIFICA CENTER,10/1/2010 0:00,9/30/2011 0:00,Riverside,Investor Owned,38957,"$6,817,744.00 ","$6,268,704.00 ","$6,591.00 ",($57.00),$2.00 ,"$555,686.00 "
2015,206331124,RIVERSIDE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,43526,"$8,363,952.00 ","$7,556,186.00 ","($10,853.00)","$12,590.00 ",$0.00 ,"$784,323.00 "
2014,206331124,RIVERSIDE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,43520,"$8,113,943.00 ","$7,172,336.00 ",$339.00 ,"$12,590.00 ",$0.00 ,"$929,356.00 "
2013,206331124,RIVERSIDE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,43464,"$7,859,253.00 ","$7,313,974.00 ","($7,324.00)","$12,593.00 ",$0.00 ,"$525,362.00 "
2012,206331124,RIVERSIDE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,43820,"$7,698,346.00 ","$7,267,881.00 ",$39.00 ,$0.00 ,$0.00 ,"$430,504.00 "
2011,206331124,RIVERSIDE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,43014,"$7,481,303.00 ","$7,096,737.00 ",$55.00 ,$0.00 ,$0.00 ,"$384,621.00 "
2015,206331125,BLYTHE POST-ACUTE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,15316,"$4,212,242.00 ","$3,971,843.00 ",$0.00 ,$0.00 ,$0.00 ,"$240,399.00 "
2014,206331125,BLYTHE POST-ACUTE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,16368,"$3,805,852.00 ","$3,736,177.00 ",$0.00 ,$0.00 ,$0.00 ,"$69,675.00 "
2013,206331125,BLYTHE POST-ACUTE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,15710,"$3,276,613.00 ","$3,289,027.00 ",$0.00 ,"$1,121.00 ",$0.00 ,"($13,535.00)"
2012,206331125,BLYTHE POST-ACUTE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,16465,"$3,371,315.00 ","$3,254,203.00 ",$0.00 ,($944.00),$0.00 ,"$118,056.00 "
2011,206331125,BLYTHE POST-ACUTE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,15928,"$3,404,257.00 ","$3,111,667.00 ",$0.00 ,$0.00 ,$0.00 ,"$292,590.00 "
2015,206331139,VALENCIA GARDENS HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,19301,"$6,134,379.00 ","$7,769,751.00 ",($1.00),$0.00 ,$0.00 ,"($1,635,373.00)"
2014,206331139,VALENCIA GARDENS HEALTH CARE CENTER,3/1/2013 0:00,2/28/2014 0:00,Riverside,Investor Owned,18389,"$4,380,738.00 ","$6,291,879.00 ","$1,750,891.00 ",$0.00 ,$0.00 ,"($160,250.00)"
2013,206331139,VALENCIA GARDENS HEALTH CARE CENTER,3/1/2012 0:00,2/28/2013 0:00,Riverside,Investor Owned,15101,"$3,200,922.00 ","$7,112,695.00 ","$4,348,731.00 ",$0.00 ,($1.00),"$436,959.00 "
2012,206331139,VALENCIA GARDENS HEALTH CARE CENTER,3/1/2011 0:00,2/29/2012 0:00,Riverside,Investor Owned,18497,"$3,078,321.00 ","$5,526,789.00 ","$2,520,612.00 ",$0.00 ,$0.00 ,"$72,144.00 "
2011,206331139,VALENCIA GARDENS HEALTH CARE CENTER,3/1/2010 0:00,2/28/2011 0:00,Riverside,Investor Owned,16371,"$3,953,896.00 ","$4,686,006.00 ","$945,178.00 ",$0.00 ,$0.00 ,"$213,068.00 "
2015,206331147,PREMIER CARE CENTER FOR PALM SPRINGS,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,33405,"$10,388,434.00 ","$9,478,278.00 ",$893.00 ,"$368,976.00 ",$0.00 ,"$542,073.00 "
2014,206331147,PREMIER CARE CENTER FOR PALM SPRINGS,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,33036,"$9,452,271.00 ","$8,796,230.00 ",($192.00),"$265,618.00 ",$0.00 ,"$390,231.00 "
2013,206331147,PREMIER CARE CENTER FOR PALM SPRINGS,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,31977,"$9,369,844.00 ","$8,709,728.00 ",$374.00 ,"$267,498.00 ",$0.00 ,"$392,992.00 "
2012,206331147,PREMIER CARE CENTER FOR PALM SPRINGS,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,31657,"$9,297,964.00 ","$8,494,999.00 ","($18,119.00)","$317,865.00 ",$0.00 ,"$466,981.00 "
2011,206331147,PREMIER CARE CENTER FOR PALM SPRINGS,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,30905,"$8,965,393.00 ","$8,000,520.00 ",($572.00),"$390,541.00 ",$0.00 ,"$573,760.00 "
2015,206331148,"BRADLEY GARDENS, THE",1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,14720,"$3,377,843.00 ","$3,294,481.00 ",$812.00 ,$0.00 ,$0.00 ,"$84,174.00 "
2014,206331148,"BRADLEY GARDENS, THE",1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,13861,"$3,246,313.00 ","$3,203,292.00 ","($9,885.00)",$0.00 ,$0.00 ,"$33,136.00 "
2013,206331148,"BRADLEY GARDENS, THE",1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,13468,"$3,188,868.00 ","$3,244,953.00 ",$0.00 ,$0.00 ,$0.00 ,"($56,085.00)"
2012,206331148,"BRADLEY GARDENS, THE",10/1/2011 0:00,9/30/2012 0:00,Riverside,Investor Owned,14046,"$3,586,861.00 ","$3,834,943.00 ",$0.00 ,$0.00 ,$0.00 ,"($248,082.00)"
2011,206331148,"BRADLEY GARDENS, THE",10/1/2010 0:00,9/30/2011 0:00,Riverside,Investor Owned,14409,"$3,709,471.00 ","$3,342,870.00 ",$214.00 ,$0.00 ,$0.00 ,"$366,815.00 "
2015,206331151,COMMUNITY CARE AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,54736,"$15,412,734.00 ","$15,872,427.00 ",$630.00 ,"$12,590.00 ",$0.00 ,"($471,653.00)"
2014,206331151,COMMUNITY CARE AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,54297,"$13,285,905.00 ","$14,072,124.00 ","$1,600.00 ","$12,590.00 ",$0.00 ,"($797,209.00)"
2013,206331151,COMMUNITY CARE AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,51984,"$13,359,330.00 ","$13,465,857.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($119,117.00)"
2012,206331151,COMMUNITY CARE AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,50077,"$13,725,168.00 ","$13,691,035.00 ",$526.00 ,"$18,380.00 ",$0.00 ,"$16,279.00 "
2011,206331151,COMMUNITY CARE AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,49927,"$13,243,487.00 ","$13,601,386.00 ",$492.00 ,"$13,600.00 ",$0.00 ,"($371,007.00)"
2015,206331154,CORONA CARE CONVALESCENT-CORONA,5/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,22340,"$5,670,517.00 ","$5,249,925.00 ",$0.00 ,$0.00 ,$0.00 ,"$420,592.00 "
2014,206331154,CORONA CARE CONVALESCENT-CORONA,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,34011,"$8,991,784.00 ","$9,212,017.00 ",$0.00 ,$0.00 ,$0.00 ,"($220,233.00)"
2013,206331154,CORONA CARE CONVALESCENT-CORONA,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,33374,"$8,431,989.00 ","$9,342,677.00 ",$0.00 ,$0.00 ,$0.00 ,"($910,688.00)"
2012,206331154,CORONA CARE CONVALESCENT-CORONA,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,32211,"$9,645,895.00 ","$9,134,964.00 ",$0.00 ,$0.00 ,$0.00 ,"$510,931.00 "
2011,206331154,CORONA CARE CONVALESCENT-CORONA,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,34849,"$10,344,466.00 ","$10,087,189.00 ",$0.00 ,$0.00 ,$0.00 ,"$257,277.00 "
2015,206331159,CYPRESS GARDENS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,38680,"$9,371,564.00 ","$9,805,904.00 ","$62,137.00 ","$28,380.00 ",$0.00 ,"($400,583.00)"
2014,206331159,CYPRESS GARDENS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,41460,"$9,891,457.00 ","$9,735,960.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$142,907.00 "
2013,206331159,CYPRESS GARDENS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,40968,"$9,905,091.00 ","$9,631,207.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$261,294.00 "
2012,206331159,CYPRESS GARDENS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,41818,"$8,954,505.00 ","$8,383,364.00 ",$0.00 ,"$18,380.00 ",$0.00 ,"$552,761.00 "
2011,206331159,CYPRESS GARDENS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,42031,"$8,261,665.00 ","$8,112,468.00 ",$0.00 ,"$12,847.00 ",$0.00 ,"$136,350.00 "
2015,206331193,DEVONSHIRE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,29112,"$8,542,872.00 ","$8,792,891.00 ",$0.00 ,$0.00 ,$0.00 ,"($250,019.00)"
2014,206331193,DEVONSHIRE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,26472,"$8,069,946.00 ","$8,652,722.00 ",$0.00 ,$0.00 ,$0.00 ,"($582,776.00)"
2013,206331193,DEVONSHIRE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,31538,"$10,084,982.00 ","$9,828,997.00 ",$0.00 ,$0.00 ,$0.00 ,"$255,985.00 "
2011,206331193,DEVONSHIRE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,33547,"$12,044,866.00 ","$9,517,667.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,527,199.00 "
2015,206331200,SAN JACINTO HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,26443,"$8,125,633.00 ","$7,706,515.00 ","$2,379.00 ",$0.00 ,$0.00 ,"$421,497.00 "
2014,206331200,SAN JACINTO HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,24188,"$5,980,737.00 ","$6,279,747.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($311,600.00)"
2013,206331200,SAN JACINTO HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,23403,"$5,577,352.00 ","$5,810,175.00 ",$0.00 ,"$11,790.00 ",$0.00 ,"($244,613.00)"
2012,206331200,SAN JACINTO HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,25849,"$5,626,318.00 ","$6,162,399.00 ",$0.00 ,"$24,380.00 ",$0.00 ,"($560,461.00)"
2011,206331200,SAN JACINTO HEALTHCARE,12/9/2010 0:00,12/31/2011 0:00,Riverside,Investor Owned,30129,"$5,619,188.00 ","$6,177,411.00 ",$0.00 ,"$3,400.00 ",$0.00 ,"($561,623.00)"
2015,206331203,MISSION CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,14001,"$7,983,904.00 ","$7,572,385.00 ","$1,066.00 ","$12,590.00 ",$0.00 ,"$399,995.00 "
2014,206331203,MISSION CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,13689,"$7,120,778.00 ","$6,631,392.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$476,796.00 "
2013,206331203,MISSION CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,14035,"$7,101,983.00 ","$7,139,023.00 ",$344.00 ,"$12,590.00 ",$0.00 ,"($49,286.00)"
2012,206331203,MISSION CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,13447,"$7,192,151.00 ","$7,088,788.00 ",$58.00 ,"$14,929.00 ",$0.00 ,"$88,492.00 "
2011,206331203,MISSION CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,13782,"$7,089,166.00 ","$7,079,951.00 ","$2,976.00 ","$12,590.00 ",$0.00 ,($399.00)
2015,206331213,BANNING HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,19840,"$4,510,661.00 ","$4,897,673.00 ","$30,145.00 ",$0.00 ,$0.00 ,"($356,867.00)"
2014,206331213,BANNING HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,19141,"$4,127,986.00 ","$4,345,442.00 ",$0.00 ,$0.00 ,$0.00 ,"($217,456.00)"
2013,206331213,BANNING HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,17800,"$3,889,968.00 ","$4,223,978.00 ",$0.00 ,$0.00 ,$0.00 ,"($334,010.00)"
2012,206331213,BANNING HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,17510,"$3,783,445.00 ","$4,078,832.00 ",$0.00 ,$0.00 ,$0.00 ,"($295,387.00)"
2011,206331213,BANNING HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,19180,"$3,701,121.00 ","$4,032,335.00 ",$0.00 ,$0.00 ,$0.00 ,"($331,214.00)"
2015,206331214,PALM GROVE HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,18090,"$3,775,506.00 ","$3,966,558.00 ",$758.00 ,$0.00 ,$0.00 ,"($190,294.00)"
